customerID,Churn,customer.gender,account.Contract,account.PaymentMethod,account.Charges.Monthly
2688-BHGOG,No,Male,Month-to-month,Electronic check,79.55
2690-DVRVK,No,Male,One year,Electronic check,20.55
2691-NZETQ,Yes,Male,Month-to-month,Electronic check,85.35
2692-AQCPF,No,Female,One year,Credit card (automatic),108.05
2692-BUCFV,No,Male,Month-to-month,Bank transfer (automatic),101.45
2692-PFYTJ,No,Female,Month-to-month,Mailed check,25.75
2694-CIUMO,No,Female,Month-to-month,Credit card (automatic),79.55
2696-ECXKC,No,Female,One year,Mailed check,100.9
2696-NARTR,Yes,Male,Month-to-month,Electronic check,73.85
2696-RZVZW,No,Male,Two year,Credit card (automatic),25.05
2697-NQBPF,No,Male,Month-to-month,Electronic check,105.35
2700-LUEVA,No,Male,Month-to-month,Credit card (automatic),20.75
2703-AMTUL,No,Male,One year,Mailed check,53.65
2706-QZIHY,No,Female,Two year,Mailed check,25.2
2709-UQGNP,No,Male,Month-to-month,Mailed check,51.65
2710-WYVXG,No,Female,Two year,Mailed check,71.1
2712-SYWAY,No,Female,Month-to-month,Electronic check,25.7
2716-GFZOR,No,Male,Month-to-month,Credit card (automatic),86.1
2717-HVIZY,No,Female,Month-to-month,Mailed check,20.05
2718-GAXQD,Yes,Female,Month-to-month,Electronic check,46.0
2718-YSKCS,No,Male,Two year,Bank transfer (automatic),19.6
2719-BDAQO,Yes,Male,Month-to-month,Electronic check,93.85
2720-FVBQP,No,Female,Month-to-month,Credit card (automatic),48.95
2720-WGKHP,Yes,Male,Month-to-month,Electronic check,94.0
2722-JMONI,Yes,Female,Month-to-month,Electronic check,49.55
2722-VOJQL,Yes,Male,One year,Credit card (automatic),105.65
2724-FJDYW,No,Male,One year,Bank transfer (automatic),54.85
2725-IWWBA,No,Male,One year,Mailed check,56.9
2725-KXXWT,Yes,Male,Month-to-month,Electronic check,90.75
2725-TTRIQ,No,Female,Two year,Bank transfer (automatic),84.2
2729-VNVAP,No,Female,Two year,Credit card (automatic),19.8
2731-GJRDG,No,Female,One year,Bank transfer (automatic),109.55
2732-ISEZX,No,Female,Month-to-month,Mailed check,20.5
2737-WFVYW,Yes,Female,Month-to-month,Electronic check,45.25
2737-YNGYW,Yes,Female,Month-to-month,Electronic check,80.55
2739-CACDQ,No,Female,Month-to-month,Credit card (automatic),82.65
2739-CCZMB,No,Male,Month-to-month,Credit card (automatic),20.35
2740-JFBOK,No,Male,Month-to-month,Electronic check,24.0
2740-TVLFN,No,Male,Month-to-month,Electronic check,50.15
2746-DIJLO,No,Female,One year,Credit card (automatic),56.3
2748-MYRVK,Yes,Female,One year,Bank transfer (automatic),99.9
2749-CTKAJ,No,Male,One year,Mailed check,20.15
2750-BJLSB,No,Female,One year,Electronic check,103.7
2753-JMMCV,No,Male,Two year,Credit card (automatic),74.2
2754-SDJRD,No,Female,Month-to-month,Credit card (automatic),100.15
2754-VDLTR,Yes,Male,Month-to-month,Electronic check,95.2
2754-XBHTB,Yes,Female,Month-to-month,Bank transfer (automatic),77.65
2758-RNWXS,No,Male,One year,Electronic check,89.2
2761-OCIAX,Yes,Male,Month-to-month,Electronic check,74.7
2761-XECQW,No,Male,Month-to-month,Mailed check,43.35
2770-NSVDG,No,Male,Month-to-month,Electronic check,29.1
2773-MADBQ,No,Female,Two year,Mailed check,53.1
2773-OVBPK,No,Male,Two year,Bank transfer (automatic),111.3
2774-LVQUS,Yes,Female,Month-to-month,Electronic check,83.05
2775-SEFEE,No,Male,Two year,Bank transfer (automatic),61.9
2777-PHDEI,Yes,Female,Month-to-month,Electronic check,78.05
2778-OCLGR,Yes,Male,Month-to-month,Bank transfer (automatic),39.1
2782-JEEBU,No,Male,Month-to-month,Mailed check,36.0
2782-LFZVW,No,Female,Month-to-month,Mailed check,58.95
2786-GCDPI,No,Female,Month-to-month,Electronic check,104.95
2788-CJQAQ,No,Male,One year,Mailed check,19.45
2789-CZANW,No,Female,Two year,Bank transfer (automatic),110.3
2789-HQBOU,No,Male,Month-to-month,Electronic check,80.35
2790-XUYMV,No,Male,One year,Credit card (automatic),85.45
2791-SFVEW,No,Female,Month-to-month,Bank transfer (automatic),20.15
2792-LSHWX,No,Female,Month-to-month,Mailed check,83.4
2792-VPPET,No,Male,Month-to-month,Electronic check,20.5
2794-XIMMO,Yes,Male,One year,Electronic check,60.45
2796-NNUFI,No,Female,Two year,Mailed check,19.95
2796-UUZZO,No,Male,Month-to-month,Credit card (automatic),80.3
2798-NYLMZ,No,Male,Two year,Credit card (automatic),108.55
2799-ARNLO,No,Female,Month-to-month,Electronic check,69.35
2799-TSLAG,No,Female,Two year,Bank transfer (automatic),25.3
2800-QQUSO,No,Male,Month-to-month,Electronic check,100.3
2800-VEQXM,No,Female,Month-to-month,Mailed check,74.75
2801-NISEI,No,Male,Month-to-month,Electronic check,54.95
2804-ETQDK,No,Male,Two year,Mailed check,20.55
2805-AUFQN,No,Female,Two year,Credit card (automatic),19.8
2805-EDJPQ,No,Female,One year,Credit card (automatic),99.75
2806-MLNTI,No,Male,One year,Bank transfer (automatic),105.1
2808-CHTDM,No,Female,Two year,Mailed check,25.1
2809-ILCYT,No,Female,One year,Mailed check,26.8
2809-ZMYOQ,No,Female,Month-to-month,Electronic check,101.35
2810-FTLEM,Yes,Female,Month-to-month,Electronic check,50.15
2811-POVEX,No,Female,Month-to-month,Bank transfer (automatic),88.45
2812-ENYMO,No,Male,One year,Credit card (automatic),54.55
2812-REYAT,No,Female,One year,Bank transfer (automatic),20.05
2812-SFXMJ,No,Male,Month-to-month,Mailed check,20.05
2815-CPTUL,Yes,Male,Month-to-month,Mailed check,70.25
2817-LVCPP,No,Female,Two year,Credit card (automatic),19.4
2817-NTQDO,Yes,Male,Month-to-month,Credit card (automatic),45.55
2819-GWENI,No,Female,One year,Mailed check,19.9
2821-WARNZ,No,Female,One year,Credit card (automatic),19.45
2823-LKABH,No,Female,Month-to-month,Bank transfer (automatic),95.05
2824-DXNKN,No,Female,Two year,Bank transfer (automatic),71.45
2824-MYYBN,No,Female,Month-to-month,Electronic check,95.25
2826-DXLQO,No,Male,Month-to-month,Bank transfer (automatic),29.8
2826-UWHIS,No,Male,Month-to-month,Bank transfer (automatic),81.4
2828-SLQPF,No,Male,Month-to-month,Bank transfer (automatic),45.0
2829-HYVZP,No,Male,One year,Mailed check,19.8
2830-LEWOA,No,Male,One year,Credit card (automatic),103.9
2831-EBWRN,No,Male,Month-to-month,Electronic check,45.9
2832-KJCRD,No,Female,Month-to-month,Electronic check,103.65
2832-SCUCO,No,Female,Month-to-month,Electronic check,19.9
2833-SLKDQ,Yes,Male,Month-to-month,Mailed check,45.05
2834-JKOOW,No,Female,One year,Mailed check,45.9
2834-JRTUA,Yes,Male,Two year,Electronic check,108.05
2834-SPCJV,Yes,Male,Month-to-month,Electronic check,84.1
2839-RFSQE,Yes,Female,Month-to-month,Mailed check,20.65
2840-XANRC,Yes,Male,Month-to-month,Electronic check,93.15
2842-BCQGE,No,Male,Month-to-month,Credit card (automatic),75.35
2842-JTCCU,Yes,Male,Month-to-month,Bank transfer (automatic),46.05
2843-CQMEG,No,Male,Month-to-month,Mailed check,49.7
2845-AFFTX,Yes,Male,Month-to-month,Electronic check,99.8
2845-HSJCY,Yes,Female,Month-to-month,Electronic check,87.25
2845-KDHVX,No,Female,Two year,Mailed check,68.3
2848-YXSMW,No,Male,Two year,Credit card (automatic),19.4
2851-MMUTZ,No,Female,Month-to-month,Mailed check,56.15
2851-STERV,No,Male,One year,Electronic check,73.0
2853-CWQFQ,No,Male,Month-to-month,Mailed check,59.55
2855-QOWGP,,Male,One year,Electronic check,103.8
2856-HYAPG,Yes,Female,Month-to-month,Electronic check,68.65
2856-NNASM,Yes,Male,Month-to-month,Mailed check,89.55
2858-EIMXH,No,Female,One year,Credit card (automatic),95.85
2858-MOFSQ,Yes,Female,One year,Mailed check,55.85
2860-RANUS,Yes,Female,Month-to-month,Credit card (automatic),85.8
2862-JVEOY,No,Male,One year,Mailed check,19.15
2862-PFNIK,No,Male,Month-to-month,Electronic check,24.7
2863-IMQDR,No,Female,Two year,Electronic check,89.65
2865-TCHJW,Yes,Female,Month-to-month,Electronic check,89.2
2866-IKBTM,No,Female,Month-to-month,Mailed check,19.55
2867-UIMSS,Yes,Male,Month-to-month,Electronic check,80.5
2868-LLSKM,No,Female,One year,Bank transfer (automatic),83.65
2868-MZAGQ,Yes,Male,Month-to-month,Electronic check,79.25
2868-SNELZ,Yes,Female,Month-to-month,Mailed check,80.6
2869-ADAWR,Yes,Female,Month-to-month,Credit card (automatic),89.3
2873-ZLIWT,Yes,Female,Month-to-month,Electronic check,84.85
2874-YXVVA,No,Female,Month-to-month,Electronic check,105.1
2876-GZYZC,No,Female,Month-to-month,Electronic check,85.95
2876-VBBBL,Yes,Female,Month-to-month,Mailed check,20.25
2877-VDUER,No,Female,One year,Mailed check,40.9
2878-DHMIN,No,Male,One year,Electronic check,19.9
2878-RMWXY,No,Male,Two year,Credit card (automatic),102.65
2880-FPNAE,No,Male,Month-to-month,Electronic check,74.2
2882-DDZPG,No,Female,Month-to-month,Bank transfer (automatic),19.45
2882-WDTBA,No,Male,Two year,Bank transfer (automatic),75.75
2883-ILGWO,No,Male,Month-to-month,Bank transfer (automatic),104.9
2884-GBPFB,Yes,Female,Month-to-month,Electronic check,70.3
2885-HIJDH,No,Male,Two year,Bank transfer (automatic),86.9
2886-KEFUM,Yes,Female,One year,Electronic check,107.5
2887-JPYLU,No,Female,Month-to-month,Bank transfer (automatic),45.2
2888-ADFAO,No,Female,Two year,Bank transfer (automatic),21.3
2889-FPWRM,Yes,Male,One year,Bank transfer (automatic),117.8
2890-WFBHU,No,Female,One year,Credit card (automatic),79.85
2892-GESUL,No,Female,Two year,Mailed check,19.35
2894-QOJRX,Yes,Female,Month-to-month,Bank transfer (automatic),34.0
2896-TBNBE,No,Male,One year,Electronic check,80.8
2897-DOVND,No,Male,Month-to-month,Electronic check,69.8
2898-LSJGD,Yes,Female,One year,Electronic check,55.95
2898-MRKPI,No,Male,One year,Credit card (automatic),101.05
2900-PHPLN,No,Female,Two year,Credit card (automatic),19.55
2903-YYTBW,No,Male,Month-to-month,Electronic check,44.55
2904-GGUAZ,No,Female,Two year,Bank transfer (automatic),84.05
2905-KFQUV,No,Female,Month-to-month,Credit card (automatic),70.4
2907-ILJBN,No,Female,One year,Mailed check,20.6
2908-WGAXL,No,Female,Two year,Credit card (automatic),24.95
2908-ZTPNF,No,Female,Month-to-month,Bank transfer (automatic),34.85
2911-IJORQ,No,Male,One year,Bank transfer (automatic),90.6
2911-UREFD,Yes,Female,Month-to-month,Electronic check,55.9
2911-WDXMV,No,Male,Month-to-month,Credit card (automatic),80.55
2916-BQZLN,No,Male,Month-to-month,Electronic check,84.75
2919-HBCJO,Yes,Female,Month-to-month,Bank transfer (automatic),76.65
2920-RNCEZ,No,Male,Month-to-month,Credit card (automatic),69.95
2921-XWDJH,No,Female,Month-to-month,Electronic check,83.45
2923-ARZLG,No,Male,One year,Mailed check,19.7
2924-KHUVI,No,Male,One year,Electronic check,100.55
2925-MXLSX,No,Female,One year,Credit card (automatic),68.95
2925-VDZHY,No,Male,Two year,Credit card (automatic),88.7
2926-JEJJC,No,Female,One year,Bank transfer (automatic),20.2
2927-CVULT,No,Female,Two year,Bank transfer (automatic),104.05
2927-QRRQV,No,Male,One year,Electronic check,94.65
2928-HLDBA,No,Female,Month-to-month,Mailed check,20.7
2929-ERCFZ,Yes,Female,Month-to-month,Electronic check,94.2
2929-QNSRW,Yes,Female,One year,Electronic check,98.25
2930-UOTMB,Yes,Female,Month-to-month,Credit card (automatic),65.25
2931-FSOHN,No,Male,Month-to-month,Electronic check,59.9
2931-SVLTV,No,Male,Month-to-month,Credit card (automatic),110.1
2931-VUVJN,No,Female,One year,Electronic check,94.05
2931-XIQBR,No,Female,One year,Mailed check,103.05
2933-FILNV,Yes,Female,Month-to-month,Mailed check,24.4
2933-XEUJM,No,Female,Two year,Mailed check,79.2
2937-FTHUR,No,Female,Month-to-month,Electronic check,64.8
2946-KIQSP,No,Female,Month-to-month,Mailed check,33.45
2947-DOMLJ,Yes,Male,Month-to-month,Mailed check,50.6
2951-QOQTK,Yes,Male,Month-to-month,Credit card (automatic),80.8
2952-QAYZF,Yes,Male,Month-to-month,Electronic check,85.3
2954-PIBKO,No,Female,Two year,Credit card (automatic),64.15
2955-BJZHG,Yes,Male,Month-to-month,Electronic check,80.85
2955-PSXOE,Yes,Female,Month-to-month,Bank transfer (automatic),20.2
2956-GGUCQ,Yes,Male,Month-to-month,Electronic check,78.85
2956-MHLSX,,Male,Month-to-month,Electronic check,50.8
2957-JIRMN,No,Female,One year,Electronic check,84.45
2957-LOLHO,Yes,Male,Month-to-month,Bank transfer (automatic),45.4
2958-NHPPS,No,Male,Month-to-month,Electronic check,20.85
2959-EEXWB,No,Female,Month-to-month,Bank transfer (automatic),50.9
2959-FENLU,No,Female,Month-to-month,Credit card (automatic),85.3
2959-MJHIC,Yes,Male,Month-to-month,Electronic check,80.35
2960-NKRSO,No,Male,Month-to-month,Electronic check,85.95
2961-VNFKL,No,Female,Two year,Credit card (automatic),25.95
2962-XPMCQ,Yes,Male,Month-to-month,Electronic check,45.15
2967-MXRAV,No,Male,One year,Mailed check,18.8
2968-SSGAA,Yes,Female,Month-to-month,Electronic check,100.6
2969-QWUBZ,No,Female,Month-to-month,Electronic check,51.4
2969-VAPYH,No,Female,One year,Credit card (automatic),60.5
2969-WGHQO,No,Female,One year,Electronic check,69.45
2971-SGAFL,No,Female,Month-to-month,Electronic check,78.75
2972-YDYUW,No,Female,One year,Electronic check,94.7
2974-GGUXS,No,Female,Month-to-month,Credit card (automatic),91.95
2977-CEBSX,No,Female,Two year,Credit card (automatic),90.05
2978-XXSOG,No,Female,Month-to-month,Mailed check,59.05
2979-SXESE,Yes,Female,Month-to-month,Electronic check,94.4
2982-IHMFT,Yes,Female,Month-to-month,Mailed check,74.45
2982-VPSGI,Yes,Female,Month-to-month,Electronic check,94.0
2983-ZANRP,Yes,Female,Month-to-month,Bank transfer (automatic),73.55
2984-AFWNC,No,Female,Month-to-month,Electronic check,95.4
2984-MIIZL,Yes,Male,Month-to-month,Bank transfer (automatic),74.8
2984-RGEYA,No,Female,Two year,Bank transfer (automatic),19.75
2984-TBYKU,No,Male,Two year,Credit card (automatic),104.9
2985-FMWYF,No,Female,Month-to-month,Electronic check,93.5
2985-JUUBZ,No,Male,Month-to-month,Electronic check,74.55
2987-BJXIK,No,Female,Two year,Mailed check,84.7
2988-GBIVW,No,Female,Month-to-month,Electronic check,90.85
2988-PLAHS,No,Female,One year,Electronic check,69.95
2988-QRAJY,No,Male,Two year,Credit card (automatic),110.05
2990-HWIML,Yes,Female,Month-to-month,Electronic check,89.5
2990-IAJSV,No,Male,Two year,Bank transfer (automatic),92.0
2990-OGYTD,No,Female,Two year,Bank transfer (automatic),86.15
2991-OKAXW,,Male,One year,Mailed check,53.95
2995-UPRYS,Yes,Female,One year,Credit card (automatic),99.2
2995-YWTCD,No,Female,Two year,Bank transfer (automatic),24.9
2996-XAUVF,No,Male,Two year,Mailed check,40.05
2999-AANRQ,No,Female,Two year,Credit card (automatic),71.05
3001-CBHLQ,Yes,Male,Month-to-month,Electronic check,104.9
3001-UNBTL,No,Male,Month-to-month,Electronic check,103.95
3002-WQZWT,No,Female,Month-to-month,Electronic check,74.2
3003-CMDUU,No,Female,Month-to-month,Electronic check,95.15
3005-NFMTA,Yes,Male,Month-to-month,Electronic check,98.8
3005-TYFRD,No,Female,Month-to-month,Credit card (automatic),103.65
3006-XIMLN,Yes,Female,Month-to-month,Bank transfer (automatic),94.2
3007-FDPEA,No,Female,Month-to-month,Bank transfer (automatic),20.7
3007-KYUNZ,,Female,Two year,Mailed check,25.6
3009-JWMPU,Yes,Male,One year,Electronic check,96.75
3011-WQKSZ,No,Male,Month-to-month,Electronic check,20.0
3012-OALWM,,Male,Month-to-month,Electronic check,75.6
3012-VFFMN,No,Female,Month-to-month,Mailed check,20.65
3014-WJKSM,No,Male,Month-to-month,Credit card (automatic),75.3
3016-KSVCP,No,Male,Month-to-month,Mailed check,33.75
3018-DZHFE,,Male,Month-to-month,Mailed check,19.55
3018-TFTSU,Yes,Male,Month-to-month,Bank transfer (automatic),81.7
3021-VLNRJ,No,Female,One year,Credit card (automatic),70.8
3022-BEXHZ,No,Male,Two year,Bank transfer (automatic),111.2
3023-GFLBR,Yes,Female,Month-to-month,Credit card (automatic),86.15
3026-ATZYV,No,Female,One year,Bank transfer (automatic),75.1
3027-YNWZU,No,Female,Two year,Credit card (automatic),25.0
3027-ZTDHO,Yes,Male,Month-to-month,Electronic check,89.9
3030-YDNRM,No,Male,Month-to-month,Electronic check,74.85
3030-YZADT,Yes,Male,Month-to-month,Mailed check,44.95
3030-ZKIWL,No,Male,Month-to-month,Mailed check,20.05
3034-ZBEQN,Yes,Female,One year,Mailed check,34.7
3038-PQIUY,No,Female,Month-to-month,Bank transfer (automatic),66.15
3039-MJSLN,No,Male,Month-to-month,Bank transfer (automatic),20.2
3043-SUDUA,No,Female,Month-to-month,Bank transfer (automatic),19.9
3043-TYBNO,No,Male,Month-to-month,Mailed check,60.65
3045-XETSH,Yes,Female,Month-to-month,Electronic check,94.85
3049-NDXFL,Yes,Female,Month-to-month,Mailed check,85.8
3049-SOLAY,Yes,Female,Month-to-month,Electronic check,95.2
3050-GBUSH,No,Female,Month-to-month,Credit card (automatic),34.8
3050-RLLXC,No,Female,Two year,Credit card (automatic),81.25
3055-MJDSB,No,Male,Month-to-month,Mailed check,24.6
3055-OYMSE,No,Female,Month-to-month,Credit card (automatic),73.8
3055-VTCGS,No,Female,One year,Credit card (automatic),58.55
3057-VJJQE,No,Male,Two year,Mailed check,55.25
3058-HJCUY,Yes,Male,One year,Electronic check,102.6
3058-WQDRE,No,Male,Month-to-month,Bank transfer (automatic),25.15
3059-NGMXB,No,Male,Month-to-month,Mailed check,69.2
3061-BCKYI,No,Male,Month-to-month,Mailed check,19.9
3062-ICYZQ,No,Female,Month-to-month,Electronic check,93.8
3063-QFSZL,Yes,Female,Month-to-month,Electronic check,55.4
3066-RRJIO,Yes,Female,Month-to-month,Mailed check,69.95
3067-SVMTC,No,Female,One year,Bank transfer (automatic),55.9
3068-OMWZA,Yes,Male,Month-to-month,Electronic check,88.8
3069-SSVSN,No,Female,One year,Mailed check,25.85
3070-BDOQC,No,Female,Two year,Electronic check,99.65
3070-DVEYC,Yes,Male,Month-to-month,Mailed check,73.75
3070-FNFZQ,No,Female,Two year,Bank transfer (automatic),20.4
3071-MVJCD,No,Male,Two year,Bank transfer (automatic),82.3
3071-VBYPO,No,Male,Month-to-month,Electronic check,89.85
3074-GQWYX,Yes,Male,Month-to-month,Bank transfer (automatic),75.9
3077-RSNTJ,No,Female,Month-to-month,Mailed check,19.7
3078-NDXXG,,Female,Month-to-month,Mailed check,50.15
3078-ZKNTS,No,Female,Two year,Bank transfer (automatic),19.75
3079-BCHLN,No,Male,One year,Bank transfer (automatic),19.9
3082-VQXNH,No,Male,Month-to-month,Credit card (automatic),29.8
3082-WQRVY,No,Male,One year,Mailed check,19.65
3082-YVEKW,No,Female,Two year,Bank transfer (automatic),77.15
3084-DOWLE,No,Female,Two year,Bank transfer (automatic),92.0
3085-QUOZK,Yes,Female,Month-to-month,Mailed check,43.95
3086-RUCRN,No,Female,Month-to-month,Bank transfer (automatic),103.1
3088-FVYWK,No,Male,Two year,Credit card (automatic),25.55
3088-LHEFH,No,Female,Month-to-month,Bank transfer (automatic),79.0
3090-HAWSU,Yes,Male,Two year,Credit card (automatic),111.6
3090-LETTY,No,Male,Month-to-month,Bank transfer (automatic),60.95
3090-QFUVD,No,Female,Month-to-month,Credit card (automatic),20.3
3091-FYHKI,Yes,Male,Month-to-month,Electronic check,35.45
3092-IGHWF,Yes,Male,One year,Electronic check,87.4
3094-JOJAI,No,Male,Month-to-month,Mailed check,74.15
3096-GKWEB,No,Male,Month-to-month,Electronic check,94.75
3096-IZETN,Yes,Female,Month-to-month,Bank transfer (automatic),78.1
3096-JRDSO,Yes,Female,Month-to-month,Bank transfer (automatic),104.3
3096-WPXBT,No,Female,One year,Credit card (automatic),100.7
3096-YXENJ,No,Female,Two year,Bank transfer (automatic),107.65
3097-FQTVJ,No,Female,Two year,Mailed check,20.0
3097-IDVPU,No,Male,Month-to-month,Credit card (automatic),50.1
3097-NNSPB,Yes,Female,Month-to-month,Credit card (automatic),49.05
3097-NQYSN,Yes,Male,Month-to-month,Mailed check,86.85
3097-PYWXL,No,Female,Month-to-month,Electronic check,19.95
3099-OONVS,No,Male,Month-to-month,Electronic check,54.3
3104-OWCGK,Yes,Male,One year,Electronic check,90.95
3106-ULWFW,Yes,Female,Month-to-month,Credit card (automatic),85.2
3108-PCCGG,No,Male,Two year,Credit card (automatic),84.45
3113-IWHLC,No,Male,Month-to-month,Mailed check,55.8
3115-CZMZD,No,Male,Two year,Mailed check,20.25
3115-JPJDD,No,Female,One year,Credit card (automatic),81.25
3118-UHVVQ,No,Female,Two year,Credit card (automatic),25.8
3120-FAZKD,No,Male,Two year,Bank transfer (automatic),24.05
3125-RAHBV,No,Male,One year,Credit card (automatic),20.3
3126-WQMGH,No,Female,Month-to-month,Credit card (automatic),52.15
3128-YOVTD,No,Female,Month-to-month,Bank transfer (automatic),79.15
3129-AAQOU,No,Female,Two year,Mailed check,25.6
3130-ICDUP,No,Female,Month-to-month,Credit card (automatic),80.55
3131-NWVFJ,No,Female,One year,Mailed check,19.55
3132-TVFDZ,Yes,Male,Month-to-month,Electronic check,44.85
3133-PZNSR,No,Male,Two year,Credit card (automatic),97.75
3134-DSHVC,No,Female,Two year,Credit card (automatic),98.0
3134-JCVOE,,Female,Month-to-month,Mailed check,29.2
3137-LUPIX,No,Female,Month-to-month,Mailed check,64.4
3137-NYQQI,No,Male,One year,Mailed check,64.8
3138-BKYAV,Yes,Male,Month-to-month,Electronic check,85.35
3143-ILDAL,Yes,Male,Month-to-month,Electronic check,94.45
3143-JQEGI,Yes,Female,Month-to-month,Electronic check,88.35
3144-AUDBS,Yes,Female,Month-to-month,Electronic check,49.15
3144-KMTWZ,No,Male,Month-to-month,Bank transfer (automatic),93.25
3146-JTQHR,No,Male,One year,Bank transfer (automatic),19.6
3146-MSEGF,No,Female,Two year,Credit card (automatic),88.05
3148-AOIQT,No,Female,Two year,Credit card (automatic),24.95
3148-BLQJT,Yes,Male,Month-to-month,Mailed check,20.1
3154-CFSZG,No,Male,Month-to-month,Electronic check,90.05
3154-HMWUU,No,Male,Two year,Bank transfer (automatic),20.5
3156-QLHBO,No,Male,Month-to-month,Mailed check,19.25
3158-MOERK,Yes,Female,Month-to-month,Electronic check,96.0
3160-TYXLT,No,Male,Month-to-month,Bank transfer (automatic),46.3
3161-GETRM,No,Male,Month-to-month,Credit card (automatic),90.05
3161-ONRWK,No,Male,One year,Bank transfer (automatic),65.85
3161-PJNCN,,Female,Two year,Bank transfer (automatic),20.05
3162-KKZXO,No,Female,One year,Electronic check,100.15
3162-ZJZFU,No,Male,Month-to-month,Electronic check,92.55
3164-AALRN,Yes,Male,One year,Mailed check,70.0
3164-YAXFY,No,Male,Month-to-month,Electronic check,53.75
3165-HDOEW,Yes,Male,Month-to-month,Mailed check,45.85
3166-PNEOF,No,Female,Two year,Credit card (automatic),86.45
3167-SNQPL,No,Male,Month-to-month,Electronic check,101.15
3170-GWYKC,No,Female,Month-to-month,Bank transfer (automatic),104.95
3170-NMYVV,No,Female,Two year,Bank transfer (automatic),20.15
3173-NVMPX,No,Female,Month-to-month,Mailed check,55.3
3173-WSSUE,No,Female,Two year,Credit card (automatic),19.7
3174-AKMAS,No,Female,Two year,Credit card (automatic),64.2
3174-RKMOW,No,Male,Month-to-month,Electronic check,109.95
3177-LASXD,Yes,Female,Month-to-month,Electronic check,71.35
3178-CIFOT,No,Female,One year,Credit card (automatic),19.65
3178-FESZO,Yes,Female,Month-to-month,Credit card (automatic),100.25
3179-GBRWV,No,Male,Month-to-month,Bank transfer (automatic),64.95
3181-MIZBN,No,Male,Month-to-month,Electronic check,19.75
3181-VTHOE,No,Male,One year,Bank transfer (automatic),51.05
3186-AJIEK,No,Male,Two year,Bank transfer (automatic),105.65
3186-BAXNB,Yes,Female,Month-to-month,Electronic check,91.7
3190-FZATL,No,Male,Month-to-month,Mailed check,19.95
3190-ITQXP,No,Female,Two year,Bank transfer (automatic),20.25
3190-XFANI,Yes,Male,One year,Bank transfer (automatic),100.6
3191-CSNMG,No,Female,Month-to-month,Electronic check,80.7
3192-LNKRK,No,Male,Month-to-month,Mailed check,84.05
3192-NQECA,Yes,Male,Two year,Bank transfer (automatic),110.0
3194-ORPIK,Yes,Female,Month-to-month,Bank transfer (automatic),84.4
3195-TQDZX,No,Male,Month-to-month,Electronic check,20.25
3196-NVXLZ,No,Female,Month-to-month,Mailed check,84.6
3197-ARFOY,No,Female,Month-to-month,Mailed check,105.0
3197-NNYNB,No,Male,Two year,Credit card (automatic),105.1
3198-VELRD,Yes,Female,Month-to-month,Bank transfer (automatic),84.75
3199-NPKCN,No,Female,One year,Electronic check,111.25
3199-XGZCY,No,Female,Month-to-month,Electronic check,75.25
3200-MNQTF,No,Male,Two year,Credit card (automatic),70.9
3205-MXZRA,No,Male,One year,Credit card (automatic),59.45
3207-OYBWH,Yes,Male,Month-to-month,Bank transfer (automatic),95.25
3208-YPIOE,Yes,Male,Month-to-month,Electronic check,75.25
3209-ZPKFI,No,Male,Month-to-month,Electronic check,54.25
3211-AAPKX,No,Male,Month-to-month,Mailed check,98.55
3211-ILJTT,Yes,Male,Month-to-month,Bank transfer (automatic),70.4
3212-KXOCR,No,Male,Two year,Bank transfer (automatic),21.0
3213-VVOLG,No,Male,Two year,Mailed check,25.35
3214-IYUUQ,No,Female,One year,Bank transfer (automatic),93.7
3217-FZDMN,Yes,Female,Month-to-month,Credit card (automatic),94.45
3219-JQRSL,No,Female,Two year,Credit card (automatic),89.1
3221-CJMSG,No,Male,Month-to-month,Credit card (automatic),51.1
3223-DWFIO,No,Male,Month-to-month,Electronic check,69.35
3223-WZWJM,Yes,Male,Month-to-month,Electronic check,83.95
3224-DFQNQ,No,Female,One year,Electronic check,89.0
3227-WLKLI,No,Female,Two year,Bank transfer (automatic),91.55
3229-USWAR,No,Female,One year,Bank transfer (automatic),79.95
3230-IUALN,No,Female,Two year,Mailed check,81.0
3230-JCNZS,No,Female,Two year,Credit card (automatic),99.0
3230-WYKIR,Yes,Male,One year,Credit card (automatic),82.0
3234-VKACU,No,Male,Month-to-month,Electronic check,70.3
3235-ETOOB,Yes,Male,Month-to-month,Electronic check,74.5
3237-AJGEH,Yes,Female,Month-to-month,Mailed check,31.0
3239-TPHPZ,No,Female,Two year,Electronic check,20.05
3243-ZHOHY,No,Female,One year,Mailed check,20.1
3244-CQPHU,No,Female,Two year,Bank transfer (automatic),110.1
3244-DCJWY,Yes,Female,Month-to-month,Electronic check,70.25
3247-MHJKM,No,Male,Month-to-month,Mailed check,20.2
3247-ZVOUO,Yes,Male,Month-to-month,Electronic check,85.55
3249-VHRIP,No,Female,Two year,Credit card (automatic),43.6
3249-ZPQRG,Yes,Male,Month-to-month,Electronic check,78.45
3251-YMVWZ,No,Male,One year,Bank transfer (automatic),24.05
3253-HKOKL,No,Female,One year,Electronic check,100.3
3254-YRILK,Yes,Male,Month-to-month,Electronic check,88.2
3255-GRXMG,No,Male,Month-to-month,Credit card (automatic),45.65
3256-EZDBI,No,Male,Month-to-month,Credit card (automatic),29.45
3258-SANFR,No,Male,Month-to-month,Credit card (automatic),44.7
3258-SYSWS,No,Male,Two year,Bank transfer (automatic),113.8
