flight_id,airline,aircraft_type,schengen,origin,arrival_time,departure_time,day,year,is_holiday,delay
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,6,2014,False,33.7947271172642
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,7,2014,False,40.947285703505614
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,7,2014,False,36.888863913305485
25,BZ,Boeing 777,non-schengen,CSF,19.3412354924849,23.3412354924849,7,2014,False,31.854911432365164
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,7,2014,False,20.97031192054765
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,7,2014,False,49.27077186931231
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,7,2014,False,57.04819857732605
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,7,2014,False,42.00218749537873
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,7,2014,False,4.462782201151832
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,7,2014,False,31.971738665295156
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,7,2014,False,41.57341252949
24,BZ,Airbus A320,schengen,FJB,9.668654947672398,12.668654947672398,7,2014,False,26.167609317437577
26,MM,Airbus A320,non-schengen,TCY,8.885071100621527,10.885071100621527,7,2014,False,45.88055273059865
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,7,2014,False,28.390696937066636
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,7,2014,False,6.591764433309485
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,7,2014,False,39.52256567401497
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,8,2014,False,10.97714876334689
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,8,2014,False,48.72750518248011
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,8,2014,False,21.697089842392288
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,8,2014,False,-14.899034531192106
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,8,2014,False,27.985924640799727
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,8,2014,False,-11.433475230840141
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,8,2014,False,4.729343076686109
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,8,2014,False,19.217428098801353
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,8,2014,False,-8.697900065059622
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,8,2014,False,13.30403052361315
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,8,2014,False,25.408319783388293
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,8,2014,False,19.43774035292222
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,8,2014,False,5.784505472821555
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,8,2014,False,-8.137830990905526
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,8,2014,False,4.789067319917134
25,BZ,Boeing 777,non-schengen,CSF,19.3412354924849,23.3412354924849,9,2014,False,10.822165166173377
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,9,2014,False,31.148588754309166
5,BZ,Airbus A320,schengen,ZQO,9.344097415620125,12.344097415620125,9,2014,False,-6.552157357607197
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,9,2014,False,-1.4607987086966592
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,9,2014,False,7.221850930280136
28,BZ,Airbus A330,non-schengen,EMM,15.967962746548036,17.967962746548036,9,2014,False,-16.08429177915921
30,BZ,Embraer E175,schengen,PUA,8.923441263556974,12.923441263556974,9,2014,False,-7.34522498215059
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,9,2014,False,-17.754820332553436
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,9,2014,False,16.91646043094126
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,9,2014,False,13.420074055496466
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,9,2014,False,15.846597176175795
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,9,2014,False,-15.174326979372687
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,9,2014,False,6.199689041576619
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,9,2014,False,10.015011746032581
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,9,2014,False,1.9523072372489914
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,10,2014,False,-25.74562029770214
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,10,2014,False,-8.992912690787065
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,10,2014,False,-6.469803116469002
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,10,2014,False,-15.05377260065605
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,10,2014,False,-1.7632014981066657
24,BZ,Airbus A320,schengen,FJB,9.668654947672398,12.668654947672398,10,2014,False,-0.053117383092882164
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,10,2014,False,53.14014414475077
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,10,2014,False,37.210479085633295
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,10,2014,False,-2.339468882754158
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,10,2014,False,54.40496691384729
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,10,2014,False,19.175480624650834
28,BZ,Airbus A330,non-schengen,EMM,15.967962746548036,17.967962746548036,10,2014,False,-20.97564276142504
9,BZ,Airbus A330,non-schengen,TZF,10.733469409310956,12.733469409310956,10,2014,False,-13.181999213144183
25,BZ,Boeing 777,non-schengen,CSF,19.3412354924849,23.3412354924849,10,2014,False,10.486349968727684
26,MM,Airbus A320,non-schengen,TCY,8.885071100621527,10.885071100621527,10,2014,False,38.70982739959437
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,11,2014,False,12.331232856235793
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,11,2014,False,-1.063183854527331
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,11,2014,False,5.00260301029102
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,11,2014,False,-18.82598879593715
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,11,2014,False,11.26728089194376
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,11,2014,False,6.924866485881143
5,BZ,Airbus A320,schengen,ZQO,9.344097415620125,12.344097415620125,11,2014,False,-6.834934169302317
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,11,2014,False,0.7199488846670707
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,11,2014,False,-14.222185344037698
10,YE,Airbus A320,non-schengen,TCY,8.93999569161395,11.93999569161395,11,2014,False,17.313495375225024
10,YE,Airbus A320,non-schengen,TCY,8.93999569161395,11.93999569161395,11,2014,False,35.68147794288332
28,BZ,Airbus A330,non-schengen,EMM,15.967962746548036,17.967962746548036,11,2014,False,-19.408761289445152
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,11,2014,False,5.077307013649225
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,11,2014,False,12.862352985936198
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,11,2014,False,-9.844086730107652
24,BZ,Airbus A320,schengen,FJB,9.668654947672398,12.668654947672398,12,2014,False,7.933565167384746
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,12,2014,False,-12.286833087594388
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,12,2014,False,18.269121604928262
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,12,2014,False,33.88378035366027
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,12,2014,False,-7.794426969205171
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,12,2014,False,-5.18574622403877
28,BZ,Airbus A330,non-schengen,EMM,15.967962746548036,17.967962746548036,12,2014,False,-11.50233947597264
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,12,2014,False,21.85999124304957
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,12,2014,False,3.252637211518795
24,BZ,Airbus A320,schengen,FJB,9.668654947672398,12.668654947672398,12,2014,False,2.159224413988099
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,12,2014,False,-6.338058263263479
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,12,2014,False,-19.420624686444498
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,12,2014,False,-8.51094640435441
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,12,2014,False,31.45122812269489
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,12,2014,False,-5.689293723081933
30,BZ,Embraer E175,schengen,PUA,8.923441263556974,12.923441263556974,13,2014,False,34.583772296771365
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,13,2014,False,-11.404360349425872
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,13,2014,False,21.237609427062274
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,13,2014,False,24.46133883885095
28,BZ,Airbus A330,non-schengen,EMM,15.967962746548036,17.967962746548036,13,2014,False,16.715746427597473
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,13,2014,False,21.848289893763006
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,13,2014,False,20.477131816103586
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,13,2014,False,29.586864801294887
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,13,2014,False,37.48104421573008
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,13,2014,False,19.20295828196255
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,13,2014,False,14.098650695156202
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,13,2014,False,13.179914213472946
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,13,2014,False,32.00932219699446
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,13,2014,False,11.191887437422709
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,13,2014,False,50.62576021042321
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,14,2014,False,73.96514193995237
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,14,2014,False,20.909591420495268
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,14,2014,False,22.62796509152922
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,14,2014,False,20.49692828147986
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,14,2014,False,52.987493089089156
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,14,2014,False,32.071558949055486
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,14,2014,False,42.427722012617
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,14,2014,False,38.26584380184572
9,BZ,Airbus A330,non-schengen,TZF,10.733469409310956,12.733469409310956,14,2014,False,2.132365306695452
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,14,2014,False,43.12828561170703
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,14,2014,False,28.6065292302501
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,14,2014,False,73.16652018746308
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,14,2014,False,40.17893343716444
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,14,2014,False,36.374513727314636
10,YE,Airbus A320,non-schengen,TCY,8.93999569161395,11.93999569161395,14,2014,False,53.64401181656307
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,15,2014,False,4.183022367231651
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,15,2014,False,-24.048868839949275
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,15,2014,False,10.34704640688214
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,15,2014,False,-13.076005857074053
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,15,2014,False,-15.416777115521926
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,15,2014,False,24.367218695994396
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,15,2014,False,-0.6416232978549301
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,15,2014,False,-11.705046129369201
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,15,2014,False,-20.299531551954605
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,15,2014,False,-19.626212498327725
9,BZ,Airbus A330,non-schengen,TZF,10.733469409310956,12.733469409310956,15,2014,False,-23.40353359701747
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,15,2014,False,17.83089492111358
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,15,2014,False,8.948605290760081
29,BZ,Boeing 737,schengen,ZQO,8.591207753622228,11.591207753622228,15,2014,False,3.8622526744534937
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,15,2014,False,-14.275382486666246
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,16,2014,False,22.050245399309098
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,16,2014,False,-22.033747568280848
26,MM,Airbus A320,non-schengen,TCY,8.885071100621527,10.885071100621527,16,2014,False,31.912461108213392
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,16,2014,False,-20.553645844753134
5,BZ,Airbus A320,schengen,ZQO,9.344097415620125,12.344097415620125,16,2014,False,-4.757439462186614
25,BZ,Boeing 777,non-schengen,CSF,19.3412354924849,23.3412354924849,16,2014,False,5.529720483928306
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,16,2014,False,0.8262060964370114
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,16,2014,False,-6.801000062824578
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,16,2014,False,-18.23432955299897
30,BZ,Embraer E175,schengen,PUA,8.923441263556974,12.923441263556974,16,2014,False,-5.318609830344631
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,16,2014,False,-7.794865918289977
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,16,2014,False,-0.664239903105809
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,16,2014,False,-8.650930240248659
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,16,2014,False,6.610507043681741
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,16,2014,False,20.944441482158798
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,17,2014,False,28.76789773658583
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,17,2014,False,6.582205004033704
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,17,2014,False,1.3130599528302724
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,17,2014,False,-8.136891894402421
5,BZ,Airbus A320,schengen,ZQO,9.344097415620125,12.344097415620125,17,2014,False,-7.114401858431775
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,17,2014,False,22.546854519351385
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,17,2014,False,8.653118289672248
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,17,2014,False,3.0549886945759077
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,17,2014,False,16.83313328825597
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,17,2014,False,-12.913846043420047
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,17,2014,False,-16.7440087519558
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,17,2014,False,37.198261257841125
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,17,2014,False,17.94179458576131
9,BZ,Airbus A330,non-schengen,TZF,10.733469409310956,12.733469409310956,17,2014,False,-23.501950894474405
29,BZ,Boeing 737,schengen,ZQO,8.591207753622228,11.591207753622228,17,2014,False,15.014397727224722
26,MM,Airbus A320,non-schengen,TCY,8.885071100621527,10.885071100621527,18,2014,False,29.32776711161801
26,MM,Airbus A320,non-schengen,TCY,8.885071100621527,10.885071100621527,18,2014,False,32.127403734142234
5,BZ,Airbus A320,schengen,ZQO,9.344097415620125,12.344097415620125,18,2014,False,3.63428847847469
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,18,2014,False,-16.180727964680543
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,18,2014,False,-10.31795561887093
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,18,2014,False,-5.887240078707075
6,YE,Boeing 787,schengen,AUZ,17.033687908193976,19.033687908193976,18,2014,False,34.29313973668637
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,18,2014,False,0.08938714550726967
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,18,2014,False,16.264278597411852
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,18,2014,False,15.440746940376457
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,18,2014,False,28.14968689256192
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,18,2014,False,5.810779380510933
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,18,2014,False,-19.682787902184295
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,18,2014,False,-17.724858244747693
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,18,2014,False,6.2795116483968805
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,19,2014,False,-10.048282853430255
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,19,2014,False,31.76888974230792
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,19,2014,False,-0.7066405323693701
29,BZ,Boeing 737,schengen,ZQO,8.591207753622228,11.591207753622228,19,2014,False,0.39067283650549367
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,19,2014,False,54.50652172185042
9,BZ,Airbus A330,non-schengen,TZF,10.733469409310956,12.733469409310956,19,2014,False,-22.18257141082817
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,19,2014,False,-20.29337456094736
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,19,2014,False,3.5467330319359673
29,BZ,Boeing 737,schengen,ZQO,8.591207753622228,11.591207753622228,19,2014,False,7.575930503802923
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,19,2014,False,-16.15556572610498
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,19,2014,False,-20.575537045727536
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,19,2014,False,4.308101215760574
8,BZ,Airbus A320,schengen,ZQO,15.72961711887716,18.729617118877158,19,2014,False,-6.987675903526421
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,19,2014,False,0.7393351729472943
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,19,2014,False,-8.239160730172866
24,BZ,Airbus A320,schengen,FJB,9.668654947672398,12.668654947672398,20,2014,False,24.142905649605666
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,20,2014,False,78.57900100116618
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,20,2014,False,47.875394773175614
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,20,2014,False,66.652594066456
14,BZ,Airbus A330,schengen,ZQO,7.708301215923195,11.708301215923196,20,2014,False,0.5553999331242676
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,20,2014,False,38.786668713471514
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,20,2014,False,20.14298347867688
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,20,2014,False,31.750645914333695
29,BZ,Boeing 737,schengen,ZQO,8.591207753622228,11.591207753622228,20,2014,False,19.99108429327023
5,BZ,Airbus A320,schengen,ZQO,9.344097415620125,12.344097415620125,20,2014,False,20.6006187009637
29,BZ,Boeing 737,schengen,ZQO,8.591207753622228,11.591207753622228,20,2014,False,21.42431785754855
10,YE,Airbus A320,non-schengen,TCY,8.93999569161395,11.93999569161395,20,2014,False,19.932495206654337
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,20,2014,False,24.507132155081525
28,BZ,Airbus A330,non-schengen,EMM,15.967962746548036,17.967962746548036,20,2014,False,1.2424453849150812
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,20,2014,False,24.70645784267396
25,BZ,Boeing 777,non-schengen,CSF,19.3412354924849,23.3412354924849,21,2014,False,26.046993582059166
11,BZ,Airbus A320,non-schengen,EMM,10.17719661140464,13.17719661140464,21,2014,False,35.956263680006245
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,21,2014,False,51.997468409813294
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,21,2014,False,19.137605536551703
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,21,2014,False,25.235379235924132
30,BZ,Embraer E175,schengen,PUA,8.923441263556974,12.923441263556974,21,2014,False,5.1861567581229835
26,MM,Airbus A320,non-schengen,TCY,8.885071100621527,10.885071100621527,21,2014,False,52.21761306012918
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,21,2014,False,48.47981130695232
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,21,2014,False,6.709169766987541
26,MM,Airbus A320,non-schengen,TCY,8.885071100621527,10.885071100621527,21,2014,False,60.637517643187365
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,21,2014,False,29.280521085705278
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,21,2014,False,61.29031625016128
15,BZ,Airbus A330,non-schengen,FJB,16.571894330137862,19.571894330137862,21,2014,False,12.758605838715233
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,21,2014,False,76.21995899578758
17,BZ,Airbus A330,non-schengen,CNU,16.718722029493286,21.718722029493286,21,2014,False,24.529423686372084
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,22,2014,False,-21.89154386647399
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,22,2014,False,35.768212338677955
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,22,2014,False,9.263568488308334
29,BZ,Boeing 737,schengen,ZQO,8.591207753622228,11.591207753622228,22,2014,False,22.961676957215666
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,22,2014,False,24.05422051445629
30,BZ,Embraer E175,schengen,PUA,8.923441263556974,12.923441263556974,22,2014,False,-6.62890465198052
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,22,2014,False,53.652074738452406
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,22,2014,False,55.642400195156846
28,BZ,Airbus A330,non-schengen,EMM,15.967962746548036,17.967962746548036,22,2014,False,-23.392743062276608
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,22,2014,False,1.0874882140029811
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,22,2014,False,-2.2723914432478347
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,22,2014,False,25.262845895893317
9,BZ,Airbus A330,non-schengen,TZF,10.733469409310956,12.733469409310956,22,2014,False,-19.23788424387201
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,22,2014,False,-25.95142447384966
19,MM,Airbus A320,schengen,TZF,16.245220157443473,19.245220157443473,22,2014,False,45.48879476712734
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,23,2014,False,3.7671121687127993
22,YE,Airbus A320,non-schengen,MWL,8.7941472735456,11.7941472735456,23,2014,False,26.77219286831112
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,23,2014,False,-9.466358849525932
23,YE,Embraer E175,schengen,TCY,18.80123474516694,21.80123474516694,23,2014,False,-2.4265761425620234
18,BZ,Airbus A320,schengen,TZF,14.258911084854821,20.258911084854823,23,2014,False,-1.5766454922683089
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,23,2014,False,-21.889151874809507
25,BZ,Boeing 777,non-schengen,CSF,19.3412354924849,23.3412354924849,23,2014,False,3.8707224403859044
20,YE,Boeing 787,schengen,MWL,16.90969025639159,18.90969025639159,23,2014,False,10.800801083433232
12,YE,Airbus A330,schengen,TZF,17.31373090386899,21.31373090386899,23,2014,False,14.441161888769091
7,MM,Boeing 787,schengen,TZF,8.56494944540815,13.56494944540815,23,2014,False,19.932165321327325
24,BZ,Airbus A320,schengen,FJB,9.668654947672398,12.668654947672398,23,2014,False,6.285240358561298
1,BZ,Airbus A320,non-schengen,CNU,15.496518596772095,18.496518596772095,23,2014,False,5.308994075639642
3,BZ,Embraer E175,schengen,TZF,18.63538375746072,22.63538375746072,23,2014,False,-29.608546595207343
21,BZ,Boeing 737,schengen,FJB,7.065593808091852,10.065593808091851,23,2014,False,1.8120734210796368
4,BZ,Airbus A330,schengen,TCY,11.781390776955043,14.781390776955043,23,2014,False,-26.144755486674818
5,BZ,Airbus A320,schengen,ZQO,9.344097415620125,12.344097415620125,24,2014,False,-5.464700144670328
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,24,2014,False,48.93407787960335
27,BZ,Airbus A320,schengen,AUZ,14.376052206287405,16.376052206287405,24,2014,False,-2.328824336236286
16,MM,Airbus A320,non-schengen,CSF,17.04128127393899,20.04128127393899,24,2014,False,57.02968173338269
2,BZ,Airbus A320,schengen,ZQO,19.19680388046527,22.19680388046527,24,2014,False,0.2477251616208871
13,BZ,Boeing 787,non-schengen,TCY,10.172730878911935,13.172730878911935,24,2014,False,-22.300717669018965
